Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Years, Phrase, Result of Operation, Error
103,Add years to date,27-8-2020 22:14:59,27-8-2020 22:14:59,20-13-1745,N.A,N.A,N.A,N.A,414,N.A,20-1-2160,N.A
103,Add weeks to date,27-8-2020 22:14:59,27-8-2020 22:14:59,10-9-2912,N.A,N.A,310,N.A,N.A,N.A,20-8-2918,N.A
103,N.A,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
103,Get day of the week,27-8-2020 22:14:59,27-8-2020 22:14:59,26-6-2007,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
103,N.A,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
103,N.A,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
103,Exit Session,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
104,Get date from string,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,LAST WEEK,20-8-2020,N.A
104,Add days to date,27-8-2020 22:14:59,27-8-2020 22:14:59,24-7-1646,N.A,169,N.A,N.A,N.A,N.A,9-1-1647,N.A
104,Subtract months from date,27-8-2020 22:14:59,27-8-2020 22:14:59,20-10-2510,N.A,N.A,N.A,467,N.A,N.A,20-11-2471,N.A
104,Subtract months from date,27-8-2020 22:14:59,27-8-2020 22:14:59,1-8-1935,N.A,N.A,N.A,168,N.A,N.A,1-8-1921,N.A
104,Add two dates,27-8-2020 22:14:59,27-8-2020 22:14:59,12-11-2283,26-9-2257,N.A,N.A,N.A,N.A,N.A,8-9-4541,N.A
104,Subtract weeks from date,27-8-2020 22:14:59,27-8-2020 22:14:59,19-8-1464,N.A,N.A,0,N.A,N.A,N.A,19-8-1464,N.A
104,Get date from string,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,253 DAYS FROM NOW,7-5-2021,N.A
104,Get week number,27-8-2020 22:14:59,27-8-2020 22:14:59,16-4-2785,N.A,N.A,N.A,N.A,N.A,N.A,16,N.A
104,N.A,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
104,Subtract weeks from date,27-8-2020 22:14:59,27-8-2020 22:14:59,14-6-1521,N.A,N.A,316,N.A,N.A,N.A,25-5-1515,N.A
104,Exit Session,27-8-2020 22:14:59,27-8-2020 22:14:59,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
105,Add years to date,27-8-2020 22:14:59,27-8-2020 22:14:59,6-4-1076,N.A,N.A,N.A,N.A,64,N.A,6-4-1140,N.A
105,Get day of the week,27-8-2020 22:14:59,27-8-2020 22:14:59,32-13-1951,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
105,Subtract days from date,27-8-2020 22:14:59,27-8-2020 22:14:59,3-5-2370,N.A,384,N.A,N.A,N.A,N.A,14-4-2369,N.A
105,Subtract weeks from date,27-8-2020 22:15:00,27-8-2020 22:15:00,32-13-2042,N.A,N.A,378,N.A,N.A,N.A,4-11-2035,N.A
105,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
105,Subtract days from date,27-8-2020 22:15:00,27-8-2020 22:15:00,30-2-2770,N.A,33,N.A,N.A,N.A,N.A,28-1-2770,N.A
105,Subtract weeks from date,27-8-2020 22:15:00,27-8-2020 22:15:00,28-6-1584,N.A,N.A,320,N.A,N.A,N.A,1-5-1578,N.A
105,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
105,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,193 WEEKS EARLIER,15-12-2016,N.A
105,Add days to date,27-8-2020 22:15:00,27-8-2020 22:15:00,28-11-1933,N.A,433,N.A,N.A,N.A,N.A,4-2-1935,N.A
105,Exit Session,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
106,Subtract months from date,27-8-2020 22:15:00,27-8-2020 22:15:00,9-5-1217,N.A,N.A,N.A,391,N.A,N.A,9-10-1184,N.A
106,Subtract days from date,27-8-2020 22:15:00,27-8-2020 22:15:00,6-9-2858,N.A,49,N.A,N.A,N.A,N.A,19-7-2858,N.A
106,Get week number,27-8-2020 22:15:00,27-8-2020 22:15:00,21-10-2280,N.A,N.A,N.A,N.A,N.A,N.A,43,N.A
106,Get day of the week,27-8-2020 22:15:00,27-8-2020 22:15:00,12-1-1063,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
106,Add days to date,27-8-2020 22:15:00,27-8-2020 22:15:00,8-8-2872,N.A,417,N.A,N.A,N.A,N.A,29-9-2873,N.A
106,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
106,Subtract months from date,27-8-2020 22:15:00,27-8-2020 22:15:00,20-9-1938,N.A,N.A,N.A,146,N.A,N.A,20-7-1926,N.A
106,Add two dates,27-8-2020 22:15:00,27-8-2020 22:15:00,14-13-1395,21-4-1052,N.A,N.A,N.A,N.A,N.A,4-6-2448,N.A
106,Subtract days from date,27-8-2020 22:15:00,27-8-2020 22:15:00,8-10-2694,N.A,285,N.A,N.A,N.A,N.A,27-12-2693,N.A
106,Add months to date,27-8-2020 22:15:00,27-8-2020 22:15:00,22-3-1176,N.A,N.A,N.A,128,N.A,N.A,22-11-1186,N.A
106,Exit Session,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
107,Add months to date,27-8-2020 22:15:00,27-8-2020 22:15:00,8-5-2726,N.A,N.A,N.A,174,N.A,N.A,8-11-2740,N.A
107,Add days to date,27-8-2020 22:15:00,27-8-2020 22:15:00,22-8-2171,N.A,338,N.A,N.A,N.A,N.A,25-7-2172,N.A
107,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,NEXT MONTH,27-9-2020,N.A
107,Add months to date,27-8-2020 22:15:00,27-8-2020 22:15:00,28-13-1801,N.A,N.A,N.A,102,N.A,N.A,28-7-1810,N.A
107,Subtract months from date,27-8-2020 22:15:00,27-8-2020 22:15:00,12-13-1354,N.A,N.A,N.A,112,N.A,N.A,12-9-1345,N.A
107,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
107,Add two dates,27-8-2020 22:15:00,27-8-2020 22:15:00,14-11-1854,4-4-2203,N.A,N.A,N.A,N.A,N.A,18-3-4058,N.A
107,Subtract months from date,27-8-2020 22:15:00,27-8-2020 22:15:00,10-10-2038,N.A,N.A,N.A,373,N.A,N.A,10-9-2007,N.A
107,Get week number,27-8-2020 22:15:00,27-8-2020 22:15:00,7-8-2536,N.A,N.A,N.A,N.A,N.A,N.A,32,N.A
107,Get day of the week,27-8-2020 22:15:00,27-8-2020 22:15:00,22-2-1952,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
107,Exit Session,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
108,Get week number,27-8-2020 22:15:00,27-8-2020 22:15:00,4-6-2474,N.A,N.A,N.A,N.A,N.A,N.A,23,N.A
108,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,449 DAYS BEFORE,5-6-2019,N.A
108,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
108,Subtract years from date,27-8-2020 22:15:00,27-8-2020 22:15:00,29-7-2337,N.A,N.A,N.A,N.A,328,N.A,29-7-2009,N.A
108,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
108,Get week number,27-8-2020 22:15:00,27-8-2020 22:15:00,28-9-1996,N.A,N.A,N.A,N.A,N.A,N.A,39,N.A
108,Subtract years from date,27-8-2020 22:15:00,27-8-2020 22:15:00,15-13-2377,N.A,N.A,N.A,N.A,131,N.A,15-1-2247,N.A
108,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,LAST WEEK,20-8-2020,N.A
108,Get date from string,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
108,Get week number,27-8-2020 22:15:00,27-8-2020 22:15:00,9-4-2501,N.A,N.A,N.A,N.A,N.A,N.A,15,N.A
108,Exit Session,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
109,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
109,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
109,N.A,27-8-2020 22:15:00,27-8-2020 22:15:00,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
109,Add two dates,27-8-2020 22:15:00,27-8-2020 22:15:00,10-12-1052,24-9-2363,N.A,N.A,N.A,N.A,N.A,3-10-3416,N.A
109,Add weeks to date,27-8-2020 22:15:01,27-8-2020 22:15:01,13-3-1152,N.A,N.A,377,N.A,N.A,N.A,4-6-1159,N.A
109,Subtact two dates,27-8-2020 22:15:01,27-8-2020 22:15:01,31-6-1917,17-2-2556,N.A,N.A,N.A,N.A,N.A,Days: 233256	Weeks: 33322	Months: 7663,N.A
109,Get date from string,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,449 WEEKS FROM NOW,5-4-2029,N.A
109,Add days to date,27-8-2020 22:15:01,27-8-2020 22:15:01,11-4-1174,N.A,258,N.A,N.A,N.A,N.A,25-12-1174,N.A
109,Get week number,27-8-2020 22:15:01,27-8-2020 22:15:01,31-7-2041,N.A,N.A,N.A,N.A,N.A,N.A,31,N.A
109,Get week number,27-8-2020 22:15:01,27-8-2020 22:15:01,10-10-1284,N.A,N.A,N.A,N.A,N.A,N.A,42,N.A
109,Exit Session,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
110,Get date from string,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,254 DAYS BEFORE,17-12-2019,N.A
110,Get day of the week,27-8-2020 22:15:01,27-8-2020 22:15:01,11-11-1331,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
110,Add years to date,27-8-2020 22:15:01,27-8-2020 22:15:01,29-7-1450,N.A,N.A,N.A,N.A,309,N.A,29-7-1759,N.A
110,Get day of the week,27-8-2020 22:15:01,27-8-2020 22:15:01,8-9-1549,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
110,Subtract months from date,27-8-2020 22:15:01,27-8-2020 22:15:01,5-2-2929,N.A,N.A,N.A,115,N.A,N.A,5-7-2919,N.A
110,Subtract years from date,27-8-2020 22:15:01,27-8-2020 22:15:01,9-10-2653,N.A,N.A,N.A,N.A,374,N.A,9-10-2279,N.A
110,Subtract months from date,27-8-2020 22:15:01,27-8-2020 22:15:01,32-4-1424,N.A,N.A,N.A,106,N.A,N.A,2-7-1415,N.A
110,Get date from string,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,473 MONTHS FROM NOW,27-1-2060,N.A
110,Subtract weeks from date,27-8-2020 22:15:01,27-8-2020 22:15:01,22-8-2338,N.A,N.A,245,N.A,N.A,N.A,11-12-2333,N.A
110,Add weeks to date,27-8-2020 22:15:01,27-8-2020 22:15:01,18-6-2058,N.A,N.A,96,N.A,N.A,N.A,20-4-2060,N.A
110,Exit Session,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
111,Subtract weeks from date,27-8-2020 22:15:01,27-8-2020 22:15:01,29-5-1762,N.A,N.A,306,N.A,N.A,N.A,17-7-1756,N.A
111,Subtract months from date,27-8-2020 22:15:01,27-8-2020 22:15:01,28-13-2246,N.A,N.A,N.A,360,N.A,N.A,28-1-2217,N.A
111,Add days to date,27-8-2020 22:15:01,27-8-2020 22:15:01,19-4-1939,N.A,91,N.A,N.A,N.A,N.A,19-7-1939,N.A
111,Add months to date,27-8-2020 22:15:01,27-8-2020 22:15:01,8-7-1386,N.A,N.A,N.A,356,N.A,N.A,8-3-1416,N.A
111,Get week number,27-8-2020 22:15:01,27-8-2020 22:15:01,30-8-2730,N.A,N.A,N.A,N.A,N.A,N.A,35,N.A
111,Add days to date,27-8-2020 22:15:01,27-8-2020 22:15:01,23-7-1560,N.A,248,N.A,N.A,N.A,N.A,28-3-1561,N.A
111,Subtract days from date,27-8-2020 22:15:01,27-8-2020 22:15:01,23-5-2793,N.A,360,N.A,N.A,N.A,N.A,28-5-2792,N.A
111,Add months to date,27-8-2020 22:15:01,27-8-2020 22:15:01,19-1-2032,N.A,N.A,N.A,109,N.A,N.A,19-2-2041,N.A
111,Get day of the week,27-8-2020 22:15:01,27-8-2020 22:15:01,24-8-2824,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
111,Add months to date,27-8-2020 22:15:01,27-8-2020 22:15:01,30-1-1483,N.A,N.A,N.A,99,N.A,N.A,30-4-1491,N.A
111,Exit Session,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
112,Subtact two dates,27-8-2020 22:15:01,27-8-2020 22:15:01,14-7-1536,10-13-1815,N.A,N.A,N.A,N.A,N.A,Days: 102072	Weeks: 14581	Months: 3353,N.A
112,Subtact two dates,27-8-2020 22:15:01,27-8-2020 22:15:01,22-9-2464,29-4-1626,N.A,N.A,N.A,N.A,N.A,Days: 306220	Weeks: 43745	Months: 10060,N.A
112,Get day of the week,27-8-2020 22:15:01,27-8-2020 22:15:01,14-8-1624,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
112,Add years to date,27-8-2020 22:15:01,27-8-2020 22:15:01,28-6-1229,N.A,N.A,N.A,N.A,232,N.A,28-6-1461,N.A
112,Subtract months from date,27-8-2020 22:15:01,27-8-2020 22:15:01,25-6-1699,N.A,N.A,N.A,314,N.A,N.A,25-4-1673,N.A
112,Get week number,27-8-2020 22:15:01,27-8-2020 22:15:01,5-11-2231,N.A,N.A,N.A,N.A,N.A,N.A,45,N.A
112,Add weeks to date,27-8-2020 22:15:01,27-8-2020 22:15:01,13-12-2487,N.A,N.A,191,N.A,N.A,N.A,11-8-2491,N.A
112,Subtract days from date,27-8-2020 22:15:01,27-8-2020 22:15:01,10-13-1565,N.A,375,N.A,N.A,N.A,N.A,31-12-1564,N.A
112,Add two dates,27-8-2020 22:15:01,27-8-2020 22:15:01,14-2-1162,12-5-1763,N.A,N.A,N.A,N.A,N.A,26-7-2925,N.A
112,Get date from string,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,221 MONTHS BEFORE,27-3-2002,N.A
112,Exit Session,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
113,Add weeks to date,27-8-2020 22:15:01,27-8-2020 22:15:01,24-2-2670,N.A,N.A,1,N.A,N.A,N.A,3-3-2670,N.A
113,Get week number,27-8-2020 22:15:01,27-8-2020 22:15:01,25-13-1091,N.A,N.A,N.A,N.A,N.A,N.A,5,N.A
113,N.A,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
113,Get date from string,27-8-2020 22:15:01,27-8-2020 22:15:01,N.A,N.A,N.A,N.A,N.A,N.A,DAY AFTER TOMORROW,29-8-2020,N.A
113,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,17-1-2913,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
113,Subtract weeks from date,27-8-2020 22:15:02,27-8-2020 22:15:02,31-11-1095,N.A,N.A,418,N.A,N.A,N.A,27-11-1087,N.A
113,Add years to date,27-8-2020 22:15:02,27-8-2020 22:15:02,6-13-1663,N.A,N.A,N.A,N.A,489,N.A,6-1-2153,N.A
113,Subtract weeks from date,27-8-2020 22:15:02,27-8-2020 22:15:02,22-8-1686,N.A,N.A,88,N.A,N.A,N.A,14-12-1684,N.A
113,Subtract days from date,27-8-2020 22:15:02,27-8-2020 22:15:02,11-2-2636,N.A,428,N.A,N.A,N.A,N.A,10-12-2634,N.A
113,Add days to date,27-8-2020 22:15:02,27-8-2020 22:15:02,18-10-2975,N.A,434,N.A,N.A,N.A,N.A,25-12-2976,N.A
113,Exit Session,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
114,Add weeks to date,27-8-2020 22:15:02,27-8-2020 22:15:02,16-9-1461,N.A,N.A,442,N.A,N.A,N.A,7-3-1470,N.A
114,N.A,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
114,Add days to date,27-8-2020 22:15:02,27-8-2020 22:15:02,17-7-1806,N.A,497,N.A,N.A,N.A,N.A,26-11-1807,N.A
114,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,30-3-1817,N.A,N.A,N.A,N.A,N.A,N.A,14,N.A
114,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,25-6-1852,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
114,Subtract weeks from date,27-8-2020 22:15:02,27-8-2020 22:15:02,21-5-2489,N.A,N.A,347,N.A,N.A,N.A,26-9-2482,N.A
114,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,29-13-1958,N.A,N.A,N.A,N.A,N.A,N.A,5,N.A
114,Add years to date,27-8-2020 22:15:02,27-8-2020 22:15:02,21-9-1207,N.A,N.A,N.A,N.A,87,N.A,21-9-1294,N.A
114,Subtract days from date,27-8-2020 22:15:02,27-8-2020 22:15:02,10-9-2837,N.A,208,N.A,N.A,N.A,N.A,14-2-2837,N.A
114,Add months to date,27-8-2020 22:15:02,27-8-2020 22:15:02,29-8-2902,N.A,N.A,N.A,366,N.A,N.A,28-2-2933,N.A
114,Exit Session,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
115,Subtract days from date,27-8-2020 22:15:02,27-8-2020 22:15:02,9-4-2323,N.A,126,N.A,N.A,N.A,N.A,4-12-2322,N.A
115,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,26-6-1531,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
115,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,24-6-1777,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
115,Subtract weeks from date,27-8-2020 22:15:02,27-8-2020 22:15:02,18-12-2652,N.A,N.A,285,N.A,N.A,N.A,3-7-2647,N.A
115,Get date from string,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,NEXT YEAR,27-8-2021,N.A
115,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,22-5-2147,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
115,Subtract months from date,27-8-2020 22:15:02,27-8-2020 22:15:02,3-11-1948,N.A,N.A,N.A,250,N.A,N.A,3-1-1928,N.A
115,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,14-12-2798,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
115,N.A,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
115,Get date from string,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,294 WEEKS EARLIER,8-1-2015,N.A
115,Exit Session,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
116,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,1-7-1461,N.A,N.A,N.A,N.A,N.A,N.A,27,N.A
116,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,23-6-2894,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
116,Add years to date,27-8-2020 22:15:02,27-8-2020 22:15:02,28-2-2478,N.A,N.A,N.A,N.A,1,N.A,28-2-2479,N.A
116,Subtract years from date,27-8-2020 22:15:02,27-8-2020 22:15:02,4-11-1117,N.A,N.A,N.A,N.A,378,N.A,4-11-739,N.A
116,Get week number,27-8-2020 22:15:02,27-8-2020 22:15:02,27-2-2458,N.A,N.A,N.A,N.A,N.A,N.A,9,N.A
116,Add years to date,27-8-2020 22:15:02,27-8-2020 22:15:02,7-2-2258,N.A,N.A,N.A,N.A,369,N.A,7-2-2627,N.A
116,Add months to date,27-8-2020 22:15:02,27-8-2020 22:15:02,22-13-2279,N.A,N.A,N.A,26,N.A,N.A,22-3-2282,N.A
116,N.A,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
116,N.A,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
116,Subtract days from date,27-8-2020 22:15:02,27-8-2020 22:15:02,5-5-2864,N.A,305,N.A,N.A,N.A,N.A,5-7-2863,N.A
116,Exit Session,27-8-2020 22:15:02,27-8-2020 22:15:02,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
117,Subtract weeks from date,27-8-2020 22:15:02,27-8-2020 22:15:02,27-11-2102,N.A,N.A,434,N.A,N.A,N.A,2-8-2094,N.A
117,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,21-10-1680,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
117,Add months to date,27-8-2020 22:15:02,27-8-2020 22:15:02,11-5-2463,N.A,N.A,N.A,126,N.A,N.A,11-11-2473,N.A
117,Subtact two dates,27-8-2020 22:15:02,27-8-2020 22:15:02,19-13-1609,29-11-1438,N.A,N.A,N.A,N.A,N.A,Days: 62499	Weeks: 8928	Months: 2053,N.A
117,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,29-10-2246,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
117,Get day of the week,27-8-2020 22:15:02,27-8-2020 22:15:02,11-7-2065,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
117,Subtract days from date,27-8-2020 22:15:02,27-8-2020 22:15:02,14-6-1314,N.A,411,N.A,N.A,N.A,N.A,29-4-1313,N.A
117,Get date from string,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,397 DAYS AFTER,28-9-2021,N.A
117,Subtract months from date,27-8-2020 22:15:03,27-8-2020 22:15:03,31-11-1010,N.A,N.A,N.A,304,N.A,N.A,1-8-985,N.A
117,Get date from string,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
117,Exit Session,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
118,Add weeks to date,27-8-2020 22:15:03,27-8-2020 22:15:03,28-7-1996,N.A,N.A,470,N.A,N.A,N.A,31-7-2005,N.A
118,Add weeks to date,27-8-2020 22:15:03,27-8-2020 22:15:03,28-10-1952,N.A,N.A,405,N.A,N.A,N.A,2-8-1960,N.A
118,Subtract months from date,27-8-2020 22:15:03,27-8-2020 22:15:03,13-4-1512,N.A,N.A,N.A,499,N.A,N.A,13-9-1470,N.A
118,Add two dates,27-8-2020 22:15:03,27-8-2020 22:15:03,23-5-1468,24-9-1063,N.A,N.A,N.A,N.A,N.A,16-3-2532,N.A
118,N.A,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
118,Add weeks to date,27-8-2020 22:15:03,27-8-2020 22:15:03,16-9-2714,N.A,N.A,119,N.A,N.A,N.A,27-12-2716,N.A
118,Add weeks to date,27-8-2020 22:15:03,27-8-2020 22:15:03,27-7-1301,N.A,N.A,305,N.A,N.A,N.A,1-6-1307,N.A
118,Get week number,27-8-2020 22:15:03,27-8-2020 22:15:03,13-5-1127,N.A,N.A,N.A,N.A,N.A,N.A,20,N.A
118,N.A,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
118,Subtract months from date,27-8-2020 22:15:03,27-8-2020 22:15:03,18-9-1662,N.A,N.A,N.A,459,N.A,N.A,18-6-1624,N.A
118,Exit Session,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
119,Get date from string,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,DAY BEFORE YESTERDAY,25-8-2020,N.A
119,N.A,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
119,N.A,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
119,Get day of the week,27-8-2020 22:15:03,27-8-2020 22:15:03,1-6-1300,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
119,Get day of the week,27-8-2020 22:15:03,27-8-2020 22:15:03,9-13-2412,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
119,Subtract years from date,27-8-2020 22:15:03,27-8-2020 22:15:03,18-4-1801,N.A,N.A,N.A,N.A,43,N.A,18-4-1758,N.A
119,Get week number,27-8-2020 22:15:03,27-8-2020 22:15:03,32-4-2726,N.A,N.A,N.A,N.A,N.A,N.A,19,N.A
119,Subtract months from date,27-8-2020 22:15:03,27-8-2020 22:15:03,27-6-2243,N.A,N.A,N.A,278,N.A,N.A,27-4-2220,N.A
119,Get day of the week,27-8-2020 22:15:03,27-8-2020 22:15:03,21-9-2267,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
119,Get day of the week,27-8-2020 22:15:03,27-8-2020 22:15:03,4-1-1625,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
119,Exit Session,27-8-2020 22:15:03,27-8-2020 22:15:03,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
120,Get day of the week,27-8-2020 22:15:03,27-8-2020 22:15:03,12-3-1306,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
120,Add months to date,27-8-2020 22:15:03,27-8-2020 22:15:03,32-1-2584,N.A,N.A,N.A,177,N.A,N.A,1-11-2598,N.A
